severity,req#,subject,logged_date,last_updated,service
low,100846,Printer spooler error,07/03/2023 17:04:42 IST,07/05/2023 22:04:42 IST,Service 6
medium,100848,Slow printing,10/03/2023 02:01:14 IST,10/05/2023 22:01:14 IST,Service 9
medium,100852,Cannot print PDF,10/02/2023 17:28:33 IST,10/02/2023 23:28:33 IST,Service 9
medium,100856,Cannot connect to printer,07/03/2023 18:28:02 IST,07/05/2023 07:28:02 IST,Service 9
high,100858,Paper jam,05/05/2023 22:49:10 IST,05/06/2023 08:49:10 IST,Service 7
high,100862,Slow printing,06/08/2023 12:14:41 IST,06/09/2023 16:14:41 IST,Service 3
medium,100864,Slow printing,11/14/2023 13:19:06 IST,11/14/2023 18:19:06 IST,Service 10
medium,100867,Paper jam,04/20/2023 14:45:41 IST,04/22/2023 11:45:41 IST,Service 5
low,100871,Cannot print PDF,09/13/2023 00:59:11 IST,09/15/2023 07:59:11 IST,Service 8
critical,100873,Network issues,07/28/2023 17:26:19 IST,07/30/2023 02:26:19 IST,Service 8
low,100874,Cannot connect to printer,03/17/2023 03:56:12 IST,03/19/2023 21:56:12 IST,Service 4
low,100876,Low ink warning,01/23/2023 21:50:06 IST,01/24/2023 18:50:06 IST,Service 4
low,100877,Network issues,04/30/2023 18:29:01 IST,05/01/2023 07:29:01 IST,Service 1
medium,100879,Slow printing,01/27/2023 17:54:35 IST,01/30/2023 17:54:35 IST,Service 10
critical,100882,Low ink warning,10/05/2023 13:43:44 IST,10/05/2023 23:43:44 IST,Service 7
medium,100887,Printer not responding,09/24/2023 13:55:42 IST,09/26/2023 17:55:42 IST,Service 5
critical,100891,Printer spooler error,03/11/2023 22:04:07 IST,03/13/2023 19:04:07 IST,Service 4
medium,100896,Printer not responding,07/17/2023 06:37:03 IST,07/20/2023 05:37:03 IST,Service 5
low,100901,Cannot connect to printer,01/22/2023 09:14:52 IST,01/24/2023 00:14:52 IST,Service 6
medium,100906,Driver installation error,02/16/2023 01:12:26 IST,02/16/2023 14:12:26 IST,Service 3
critical,100910,Slow printing,10/29/2023 18:49:12 IST,10/30/2023 07:49:12 IST,Service 1
medium,100912,Slow printing,05/27/2023 13:22:58 IST,05/29/2023 22:22:58 IST,Service 5
high,100916,Cannot connect to printer,02/15/2023 10:12:58 IST,02/18/2023 01:12:58 IST,Service 5
critical,100919,Paper jam,06/26/2023 07:49:49 IST,06/29/2023 01:49:49 IST,Service 2
medium,100922,Printer spooler error,12/05/2023 19:02:47 IST,12/07/2023 03:02:47 IST,Service 6
medium,100925,Paper jam,03/06/2023 13:24:18 IST,03/06/2023 18:24:18 IST,Service 5
critical,100926,Toner not recognized,04/20/2023 11:27:16 IST,04/21/2023 12:27:16 IST,Service 10
high,100928,Cannot connect to printer,06/13/2023 09:50:36 IST,06/15/2023 20:50:36 IST,Service 5
medium,100932,Low ink warning,11/13/2023 03:27:18 IST,11/14/2023 04:27:18 IST,Service 4
critical,100933,Low ink warning,07/21/2023 12:02:52 IST,07/24/2023 09:02:52 IST,Service 1
medium,100934,Low ink warning,01/08/2023 02:37:58 IST,01/10/2023 19:37:58 IST,Service 7
high,100939,Driver installation error,10/29/2023 05:43:32 IST,10/29/2023 22:43:32 IST,Service 4
medium,100942,Network issues,05/22/2023 16:05:28 IST,05/24/2023 02:05:28 IST,Service 2
low,100944,Cannot print PDF,12/25/2023 23:56:19 IST,12/26/2023 07:56:19 IST,Service 3
medium,100947,Toner not recognized,01/10/2023 00:43:22 IST,01/11/2023 14:43:22 IST,Service 1
high,100952,Printer spooler error,08/29/2023 17:44:14 IST,09/01/2023 05:44:14 IST,Service 5
critical,100955,Toner not recognized,02/09/2023 02:26:48 IST,02/11/2023 13:26:48 IST,Service 2
low,100957,Printer spooler error,01/28/2023 19:32:57 IST,01/31/2023 05:32:57 IST,Service 4
medium,100962,Network issues,11/28/2023 00:47:57 IST,11/28/2023 12:47:57 IST,Service 9
high,100967,Printer spooler error,10/14/2023 15:00:59 IST,10/16/2023 15:00:59 IST,Service 6
low,100971,Printer not responding,11/17/2023 23:50:17 IST,11/18/2023 14:50:17 IST,Service 8
medium,100975,Printer not responding,03/01/2023 17:10:08 IST,03/04/2023 07:10:08 IST,Service 5
critical,100979,Network issues,03/29/2023 22:41:46 IST,03/30/2023 15:41:46 IST,Service 10
medium,100981,Driver installation error,05/17/2023 07:13:10 IST,05/19/2023 07:13:10 IST,Service 3
high,100982,Cannot print PDF,12/17/2023 02:20:03 IST,12/19/2023 03:20:03 IST,Service 10
critical,100984,Low ink warning,12/20/2023 06:56:00 IST,12/22/2023 10:56:00 IST,Service 10
low,100986,Toner not recognized,05/01/2023 06:59:57 IST,05/02/2023 00:59:57 IST,Service 8
medium,100987,Toner not recognized,08/28/2023 01:07:49 IST,08/29/2023 20:07:49 IST,Service 10
low,100988,Paper jam,08/25/2023 19:56:32 IST,08/27/2023 09:56:32 IST,Service 8
medium,100991,Driver installation error,12/18/2023 12:23:04 IST,12/18/2023 16:23:04 IST,Service 3
critical,100995,Printer not responding,10/19/2023 18:46:49 IST,10/22/2023 17:46:49 IST,Service 7
medium,100997,Paper jam,02/05/2023 23:56:46 IST,02/06/2023 11:56:46 IST,Service 8
critical,101002,Driver installation error,06/09/2023 12:48:11 IST,06/09/2023 15:48:11 IST,Service 8
high,101005,Slow printing,08/05/2023 01:09:28 IST,08/06/2023 00:09:28 IST,Service 9
high,101009,Toner not recognized,02/15/2023 10:31:06 IST,02/15/2023 13:31:06 IST,Service 9
high,101011,Low ink warning,10/25/2023 17:00:06 IST,10/27/2023 19:00:06 IST,Service 10
critical,101012,Paper jam,03/23/2023 01:20:17 IST,03/25/2023 11:20:17 IST,Service 10
critical,101017,Toner not recognized,10/25/2023 10:42:08 IST,10/26/2023 03:42:08 IST,Service 5
critical,101022,Slow printing,12/08/2023 01:48:50 IST,12/09/2023 23:48:50 IST,Service 2
high,101024,Paper jam,10/25/2023 17:20:40 IST,10/27/2023 19:20:40 IST,Service 3
high,101027,Driver installation error,03/19/2023 18:55:10 IST,03/22/2023 13:55:10 IST,Service 8
critical,101031,Printer spooler error,02/23/2023 16:46:37 IST,02/24/2023 00:46:37 IST,Service 1
low,101035,Driver installation error,01/03/2023 17:29:31 IST,01/05/2023 04:29:31 IST,Service 3
critical,101038,Slow printing,05/26/2023 15:40:32 IST,05/27/2023 09:40:32 IST,Service 9
low,101039,Low ink warning,03/28/2023 13:24:00 IST,03/30/2023 01:24:00 IST,Service 6
high,101044,Low ink warning,01/01/2023 14:42:53 IST,01/02/2023 16:42:53 IST,Service 6
high,101049,Printer spooler error,05/17/2023 16:03:44 IST,05/17/2023 19:03:44 IST,Service 10
medium,101054,Printer spooler error,03/25/2023 21:44:44 IST,03/27/2023 07:44:44 IST,Service 4
low,101059,Cannot connect to printer,08/06/2023 16:27:49 IST,08/08/2023 19:27:49 IST,Service 10
low,101061,Toner not recognized,08/29/2023 18:48:59 IST,08/31/2023 13:48:59 IST,Service 7
low,101064,Slow printing,02/18/2023 03:53:24 IST,02/18/2023 12:53:24 IST,Service 6
critical,101069,Driver installation error,04/12/2023 08:50:46 IST,04/13/2023 10:50:46 IST,Service 10
low,101072,Printer not responding,06/24/2023 20:20:32 IST,06/25/2023 04:20:32 IST,Service 10
medium,101076,Low ink warning,12/30/2023 07:22:43 IST,12/30/2023 14:22:43 IST,Service 3
low,101077,Printer not responding,11/30/2023 12:11:14 IST,11/30/2023 19:11:14 IST,Service 1
high,101080,Low ink warning,03/25/2023 22:01:18 IST,03/27/2023 02:01:18 IST,Service 5
high,101081,Toner not recognized,03/02/2023 03:38:17 IST,03/04/2023 04:38:17 IST,Service 5
medium,101082,Cannot print PDF,07/25/2023 14:46:05 IST,07/27/2023 11:46:05 IST,Service 6
critical,101084,Printer not responding,08/29/2023 03:20:18 IST,08/29/2023 14:20:18 IST,Service 8
medium,101088,Printer spooler error,04/04/2023 17:24:29 IST,04/07/2023 13:24:29 IST,Service 4
medium,101090,Cannot print PDF,11/02/2023 05:23:23 IST,11/04/2023 14:23:23 IST,Service 8
high,101095,Driver installation error,10/29/2023 11:35:29 IST,10/30/2023 11:35:29 IST,Service 5
medium,101100,Cannot connect to printer,06/16/2023 23:59:23 IST,06/17/2023 13:59:23 IST,Service 10
medium,101104,Cannot print PDF,09/23/2023 03:50:00 IST,09/25/2023 03:50:00 IST,Service 5
high,101106,Network issues,03/13/2023 21:38:10 IST,03/16/2023 21:38:10 IST,Service 10
low,101108,Slow printing,11/03/2023 16:30:11 IST,11/06/2023 05:30:11 IST,Service 6
low,101110,Cannot print PDF,04/25/2023 19:30:38 IST,04/26/2023 02:30:38 IST,Service 10
low,101111,Cannot connect to printer,11/27/2023 11:06:39 IST,11/30/2023 01:06:39 IST,Service 9
low,101115,Driver installation error,07/21/2023 05:22:17 IST,07/21/2023 07:22:17 IST,Service 3
medium,101119,Driver installation error,02/03/2023 16:54:39 IST,02/05/2023 19:54:39 IST,Service 4
low,101122,Printer spooler error,08/26/2023 09:57:14 IST,08/27/2023 05:57:14 IST,Service 7
high,101125,Toner not recognized,03/28/2023 01:00:34 IST,03/29/2023 08:00:34 IST,Service 5
high,101129,Printer not responding,03/26/2023 17:38:30 IST,03/28/2023 02:38:30 IST,Service 6
medium,101132,Printer not responding,09/28/2023 21:56:10 IST,09/30/2023 20:56:10 IST,Service 2
low,101135,Printer spooler error,02/25/2023 14:59:06 IST,02/26/2023 05:59:06 IST,Service 6
low,101140,Printer spooler error,03/08/2023 19:25:29 IST,03/11/2023 05:25:29 IST,Service 5
medium,101145,Low ink warning,12/26/2023 09:20:58 IST,12/28/2023 10:20:58 IST,Service 9
critical,101150,Toner not recognized,02/10/2023 06:21:43 IST,02/10/2023 22:21:43 IST,Service 4
medium,101152,Cannot print PDF,11/14/2023 20:58:47 IST,11/16/2023 14:58:47 IST,Service 7
critical,101156,Network issues,06/19/2023 15:51:39 IST,06/22/2023 04:51:39 IST,Service 6
low,101157,Low ink warning,12/03/2023 19:54:33 IST,12/04/2023 07:54:33 IST,Service 9
critical,101159,Printer not responding,08/15/2023 19:21:55 IST,08/17/2023 05:21:55 IST,Service 3
critical,101162,Network issues,11/08/2023 06:19:03 IST,11/09/2023 11:19:03 IST,Service 1
critical,101167,Cannot print PDF,05/14/2023 02:08:05 IST,05/16/2023 10:08:05 IST,Service 2
medium,101168,Printer spooler error,12/14/2023 05:58:48 IST,12/15/2023 02:58:48 IST,Service 2
high,101169,Network issues,01/16/2023 11:20:06 IST,01/18/2023 02:20:06 IST,Service 8
medium,101174,Paper jam,07/31/2023 07:37:00 IST,08/02/2023 07:37:00 IST,Service 4
low,101176,Network issues,12/06/2023 03:52:29 IST,12/08/2023 05:52:29 IST,Service 3
high,101177,Printer not responding,01/26/2023 13:24:31 IST,01/28/2023 23:24:31 IST,Service 9
high,101181,Slow printing,11/27/2023 03:53:38 IST,11/28/2023 08:53:38 IST,Service 10
high,101185,Printer not responding,07/01/2023 04:52:55 IST,07/03/2023 02:52:55 IST,Service 1
medium,101186,Paper jam,05/02/2023 17:34:35 IST,05/03/2023 13:34:35 IST,Service 2
critical,101191,Cannot connect to printer,01/18/2023 08:55:39 IST,01/19/2023 00:55:39 IST,Service 1
low,101195,Toner not recognized,12/12/2023 19:56:42 IST,12/14/2023 11:56:42 IST,Service 9
low,101197,Slow printing,10/23/2023 20:46:02 IST,10/24/2023 00:46:02 IST,Service 9
medium,101200,Slow printing,09/16/2023 00:25:58 IST,09/18/2023 22:25:58 IST,Service 7
medium,101205,Cannot connect to printer,01/21/2023 20:50:30 IST,01/24/2023 07:50:30 IST,Service 9
medium,101208,Paper jam,02/09/2023 07:06:57 IST,02/11/2023 19:06:57 IST,Service 5
high,101213,Printer not responding,06/03/2023 22:00:18 IST,06/05/2023 14:00:18 IST,Service 9
critical,101216,Low ink warning,12/06/2023 22:47:27 IST,12/09/2023 03:47:27 IST,Service 10
high,101220,Printer spooler error,07/26/2023 09:03:54 IST,07/26/2023 16:03:54 IST,Service 8
high,101222,Cannot print PDF,10/10/2023 22:39:49 IST,10/12/2023 02:39:49 IST,Service 9
medium,101224,Paper jam,07/06/2023 16:31:30 IST,07/07/2023 04:31:30 IST,Service 5
high,101228,Printer spooler error,03/19/2023 18:38:57 IST,03/20/2023 16:38:57 IST,Service 4
high,101233,Paper jam,05/30/2023 19:28:07 IST,06/01/2023 06:28:07 IST,Service 9
critical,101235,Paper jam,07/20/2023 18:22:27 IST,07/23/2023 13:22:27 IST,Service 2
medium,101238,Network issues,04/01/2023 17:00:39 IST,04/02/2023 21:00:39 IST,Service 3
high,101242,Printer spooler error,06/12/2023 18:33:10 IST,06/13/2023 09:33:10 IST,Service 9
critical,101243,Printer spooler error,05/07/2023 00:05:54 IST,05/07/2023 11:05:54 IST,Service 6
high,101244,Low ink warning,03/12/2023 16:31:29 IST,03/14/2023 15:31:29 IST,Service 2
high,101248,Printer spooler error,05/07/2023 16:08:13 IST,05/09/2023 20:08:13 IST,Service 3
high,101252,Cannot print PDF,10/08/2023 03:42:42 IST,10/10/2023 07:42:42 IST,Service 4
medium,101254,Toner not recognized,02/10/2023 22:02:45 IST,02/13/2023 11:02:45 IST,Service 1
medium,101256,Printer not responding,01/15/2023 19:32:38 IST,01/16/2023 03:32:38 IST,Service 9
critical,101261,Paper jam,06/20/2023 23:17:34 IST,06/21/2023 01:17:34 IST,Service 8
high,101264,Printer not responding,12/23/2023 14:16:13 IST,12/25/2023 20:16:13 IST,Service 9
high,101268,Paper jam,12/29/2023 13:42:06 IST,12/30/2023 11:42:06 IST,Service 6
low,101270,Cannot print PDF,12/23/2023 12:32:57 IST,12/25/2023 15:32:57 IST,Service 1
high,101275,Paper jam,07/20/2023 21:41:35 IST,07/23/2023 02:41:35 IST,Service 8
medium,101278,Low ink warning,03/11/2023 08:40:25 IST,03/13/2023 01:40:25 IST,Service 8
critical,101282,Network issues,08/21/2023 14:52:59 IST,08/23/2023 20:52:59 IST,Service 10
high,101286,Toner not recognized,09/10/2023 14:54:04 IST,09/13/2023 03:54:04 IST,Service 10
high,101287,Driver installation error,11/12/2023 21:32:12 IST,11/13/2023 05:32:12 IST,Service 5
low,101292,Printer spooler error,08/05/2023 08:15:17 IST,08/06/2023 03:15:17 IST,Service 8
critical,101297,Toner not recognized,08/21/2023 03:26:56 IST,08/21/2023 13:26:56 IST,Service 5
low,101302,Low ink warning,12/04/2023 16:47:31 IST,12/06/2023 08:47:31 IST,Service 8
critical,101305,Cannot print PDF,11/01/2023 19:07:17 IST,11/01/2023 21:07:17 IST,Service 8
high,101309,Slow printing,03/18/2023 12:06:54 IST,03/19/2023 20:06:54 IST,Service 3
low,101310,Cannot print PDF,06/04/2023 02:18:20 IST,06/05/2023 00:18:20 IST,Service 3
medium,101315,Printer not responding,06/25/2023 01:28:54 IST,06/27/2023 03:28:54 IST,Service 5
medium,101318,Toner not recognized,09/06/2023 16:07:36 IST,09/07/2023 12:07:36 IST,Service 10
critical,101321,Printer not responding,08/27/2023 17:55:08 IST,08/30/2023 00:55:08 IST,Service 10
critical,101324,Toner not recognized,08/12/2023 07:24:10 IST,08/13/2023 19:24:10 IST,Service 8
high,101329,Network issues,02/14/2023 14:22:15 IST,02/16/2023 22:22:15 IST,Service 4
medium,101332,Paper jam,11/23/2023 16:03:14 IST,11/25/2023 10:03:14 IST,Service 8
medium,101333,Printer spooler error,04/06/2023 05:07:07 IST,04/08/2023 10:07:07 IST,Service 4
low,101337,Network issues,07/19/2023 18:46:43 IST,07/21/2023 02:46:43 IST,Service 5
high,101339,Printer spooler error,04/26/2023 18:55:21 IST,04/28/2023 03:55:21 IST,Service 7
medium,101340,Low ink warning,08/23/2023 00:40:21 IST,08/26/2023 00:40:21 IST,Service 1
medium,101345,Printer spooler error,05/09/2023 08:53:12 IST,05/09/2023 19:53:12 IST,Service 6
high,101350,Cannot connect to printer,03/01/2023 13:57:36 IST,03/02/2023 18:57:36 IST,Service 6
medium,101351,Low ink warning,02/16/2023 10:39:32 IST,02/18/2023 20:39:32 IST,Service 5
low,101354,Paper jam,02/20/2023 06:14:39 IST,02/21/2023 15:14:39 IST,Service 7
high,101359,Cannot print PDF,02/25/2023 21:02:58 IST,02/26/2023 22:02:58 IST,Service 7
medium,101362,Paper jam,02/23/2023 13:20:27 IST,02/24/2023 10:20:27 IST,Service 8
critical,101365,Printer spooler error,11/15/2023 21:53:49 IST,11/18/2023 04:53:49 IST,Service 6
low,101366,Slow printing,03/12/2023 18:59:16 IST,03/14/2023 21:59:16 IST,Service 6
low,101370,Network issues,12/05/2023 17:05:05 IST,12/06/2023 22:05:05 IST,Service 6
low,101375,Printer not responding,01/13/2023 21:05:02 IST,01/15/2023 01:05:02 IST,Service 1
critical,101377,Toner not recognized,11/12/2023 07:53:11 IST,11/14/2023 17:53:11 IST,Service 2
medium,101381,Network issues,03/03/2023 20:18:07 IST,03/03/2023 23:18:07 IST,Service 4
medium,101385,Cannot print PDF,05/11/2023 14:56:42 IST,05/12/2023 10:56:42 IST,Service 9
medium,101388,Cannot connect to printer,12/23/2023 19:41:55 IST,12/25/2023 12:41:55 IST,Service 9
low,101392,Network issues,12/26/2023 07:16:26 IST,12/29/2023 00:16:26 IST,Service 8
critical,101393,Printer spooler error,12/12/2023 17:56:48 IST,12/14/2023 07:56:48 IST,Service 9
high,101397,Paper jam,11/25/2023 00:32:04 IST,11/27/2023 18:32:04 IST,Service 1
high,101402,Toner not recognized,05/02/2023 20:31:15 IST,05/04/2023 09:31:15 IST,Service 7
medium,101405,Cannot connect to printer,03/30/2023 21:36:49 IST,04/01/2023 07:36:49 IST,Service 7
medium,101410,Slow printing,01/01/2023 16:34:09 IST,01/02/2023 10:34:09 IST,Service 5
high,101415,Slow printing,04/25/2023 05:52:06 IST,04/26/2023 16:52:06 IST,Service 3
low,101420,Paper jam,03/31/2023 08:19:36 IST,04/02/2023 19:19:36 IST,Service 4
low,101422,Driver installation error,04/03/2023 06:54:40 IST,04/05/2023 04:54:40 IST,Service 6
high,101424,Driver installation error,11/30/2023 15:34:56 IST,12/02/2023 10:34:56 IST,Service 7
low,101428,Driver installation error,05/12/2023 02:30:17 IST,05/14/2023 08:30:17 IST,Service 2
high,101430,Cannot print PDF,05/11/2023 14:38:16 IST,05/11/2023 18:38:16 IST,Service 1
low,101434,Paper jam,04/26/2023 11:01:47 IST,04/28/2023 14:01:47 IST,Service 5
low,101435,Driver installation error,02/10/2023 03:15:54 IST,02/11/2023 21:15:54 IST,Service 4
low,101439,Slow printing,05/28/2023 03:11:49 IST,05/30/2023 22:11:49 IST,Service 10
low,101442,Low ink warning,12/25/2023 06:18:44 IST,12/27/2023 20:18:44 IST,Service 8
low,101446,Driver installation error,12/26/2023 09:56:36 IST,12/27/2023 14:56:36 IST,Service 9
critical,101451,Driver installation error,02/24/2023 01:39:25 IST,02/26/2023 09:39:25 IST,Service 3
critical,101452,Network issues,07/26/2023 20:25:55 IST,07/27/2023 13:25:55 IST,Service 9
high,101454,Toner not recognized,06/20/2023 01:34:05 IST,06/21/2023 01:34:05 IST,Service 9
low,101456,Paper jam,09/23/2023 17:30:32 IST,09/23/2023 18:30:32 IST,Service 9
medium,101461,Toner not recognized,10/21/2023 04:58:12 IST,10/22/2023 00:58:12 IST,Service 2
high,101463,Printer spooler error,10/04/2023 20:39:27 IST,10/06/2023 04:39:27 IST,Service 1
low,101467,Cannot print PDF,11/07/2023 03:51:03 IST,11/09/2023 01:51:03 IST,Service 6
low,101468,Network issues,10/30/2023 12:54:12 IST,10/30/2023 13:54:12 IST,Service 8
low,101470,Cannot connect to printer,08/07/2023 12:08:12 IST,08/10/2023 07:08:12 IST,Service 10
low,101474,Printer spooler error,11/20/2023 15:51:43 IST,11/22/2023 08:51:43 IST,Service 3
critical,101475,Driver installation error,08/27/2023 06:51:17 IST,08/29/2023 02:51:17 IST,Service 10
critical,101479,Paper jam,07/10/2023 11:09:53 IST,07/11/2023 16:09:53 IST,Service 10
low,101482,Printer not responding,07/18/2023 02:59:25 IST,07/20/2023 11:59:25 IST,Service 3
high,101485,Toner not recognized,01/25/2023 09:34:26 IST,01/28/2023 07:34:26 IST,Service 10
high,101486,Cannot connect to printer,03/22/2023 22:01:50 IST,03/23/2023 22:01:50 IST,Service 5
medium,101491,Cannot connect to printer,08/16/2023 10:56:02 IST,08/19/2023 04:56:02 IST,Service 1
critical,101495,Cannot print PDF,10/12/2023 18:35:48 IST,10/13/2023 03:35:48 IST,Service 8
medium,101497,Paper jam,05/12/2023 18:45:52 IST,05/14/2023 17:45:52 IST,Service 9
critical,101500,Cannot print PDF,09/23/2023 20:09:30 IST,09/26/2023 04:09:30 IST,Service 5
medium,101505,Low ink warning,06/05/2023 03:42:07 IST,06/07/2023 04:42:07 IST,Service 9
low,101510,Toner not recognized,02/12/2023 19:00:21 IST,02/14/2023 06:00:21 IST,Service 8
critical,101515,Paper jam,09/07/2023 19:04:52 IST,09/09/2023 04:04:52 IST,Service 3
high,101516,Paper jam,11/10/2023 11:22:35 IST,11/10/2023 17:22:35 IST,Service 6
medium,101519,Toner not recognized,07/08/2023 07:32:14 IST,07/09/2023 05:32:14 IST,Service 4
high,101524,Driver installation error,11/21/2023 07:15:35 IST,11/23/2023 09:15:35 IST,Service 3
high,101528,Driver installation error,12/14/2023 16:45:58 IST,12/16/2023 22:45:58 IST,Service 2
critical,101529,Driver installation error,03/07/2023 06:14:14 IST,03/09/2023 09:14:14 IST,Service 6
